,links,names,ratings,price for two,cuisine,Location
0,https://www.zomato.com/bangalore/jamming-goat-3-0-indiranagar-bangalore/info,Jamming Goat 3.0,4.4,"₹1,500 for two","South Indian, Asian, Thai",Indiranagar
1,https://www.zomato.com/bangalore/hydra-club-kitchen-koramangala-5th-block-bangalore/info,Hydra Club & Kitchen,New,"₹1,200 for two",Continental,Koramangala 5th Block
2,https://www.zomato.com/bangalore/scottish-pub-st-marks-road/info,Scottish Pub,4.3,₹700 for two,Finger Food,St. Marks Road
3,https://www.zomato.com/bangalore/raahi-st-marks-road-bangalore/info,Raahi,4.2,"₹2,000 for two","North Indian, Pasta, Pizza, Desserts, Beverages",St. Marks Road
4,https://www.zomato.com/bangalore/oney-brewhouse-cunningham-road-bangalore/info,Oney Brewhouse,New,"₹1,500 for two","American, Continental, Italian, South Indian, North Indian, Asian, Chinese",Cunningham Road
5,https://www.zomato.com/bangalore/bombay-borough-richmond-road-bangalore/info,Bombay Borough,4.5,"₹2,000 for two","North Indian, Biryani, South Indian, Desserts, Tea, Beverages",Richmond Road
6,https://www.zomato.com/bangalore/over-coffee-cafe-wine-bar-lavelle-road-bangalore/info,Over Coffee Cafe & Wine Bar,4.9,"₹1,200 for two","European, Italian, Continental, Cafe, Coffee",Lavelle Road
7,https://www.zomato.com/bangalore/the-bier-library-koramangala-6th-block-bangalore/info,The Bier Library,4.5,"₹1,800 for two","North Indian, Pizza, European, American, Bar Food, Oriental, Desserts, BBQ",Koramangala 6th Block
8,https://www.zomato.com/bangalore/tandoor-a-heritage-indian-restaurant-bar-mg-road-bangalore/info,Tandoor | A Heritage Indian Restaurant & Bar,3.7,"₹1,700 for two","North Indian, Mughlai, Kebab, Kashmiri, Seafood, Biryani, Grilled Chicken, Bar Food",MG Road
9,https://www.zomato.com/bangalore/shakesbierre-1-brigade-road-bangalore/info,ShakesBierre,4.4,"₹1,800 for two","Finger Food, North Indian, Continental, Italian, Desserts, Beverages","Eva Mall, Brigade Road"
10,https://www.zomato.com/bangalore/no-limmits-lounge-and-club-brigade-road-bangalore/info,No Limmits Lounge And Club,3.8,"₹2,500 for two","Chinese, Continental, North Indian, Fast Food, Pizza, Beverages",Brigade Road
11,https://www.zomato.com/bangalore/long-boat-brewing-co-marathahalli-bangalore/info,Long Boat Brewing Co.,4.2,"₹2,600 for two","Asian, Chinese, North Indian, Pizza, South Indian, Continental",Marathahalli
12,https://www.zomato.com/bangalore/secret-story-indiranagar-bangalore/info,Secret Story,4.0,"₹1,500 for two","Continental, Asian, North Indian, Fast Food, Desserts, Beverages",Indiranagar
13,https://www.zomato.com/bangalore/oia-3-hennur-bangalore/info,Oia,4.1,"₹2,500 for two","Continental, Asian, Seafood, Salad, Pizza, North Indian, Desserts",Hennur
14,https://www.zomato.com/bangalore/street-storyss-indiranagar-bangalore/info,Street Storyss,4.6,"₹2,500 for two","North Indian, Chinese, Street Food, Desserts, Beverages",Indiranagar
15,https://www.zomato.com/bangalore/ironhill-bengaluru-marathahalli-bangalore/info,Ironhill Bengaluru,4.5,"₹2,000 for two","North Indian, Continental, Asian, Pizza, Fast Food, Biryani, Beverages, Desserts",Marathahalli
16,https://www.zomato.com/bangalore/bramble-jayanagar-bangalore/info,Bramble,4.5,"₹1,800 for two","Continental, Asian, North Indian, Italian, Bar Food, Beverages",Jayanagar
17,https://www.zomato.com/bangalore/roxie-sarjapur-road-bangalore/info,Roxie,4.6,"₹2,600 for two","Continental, Asian, North Indian, European, American, Italian, Pizza, Beverages",Sarjapur Road
18,https://www.zomato.com/bangalore/magique-koramangala-6th-block-bangalore/info,Magique,3.8,"₹1,700 for two","Asian, Modern Indian, Continental, Italian, North Indian, Sushi, Desserts, Beverages",Koramangala 6th Block
19,https://www.zomato.com/bangalore/magic-mocktails-cafe-2-chanapatna-bangalore/info,Magic Mocktails Cafe,New,₹200 for two,"Beverages, Pizza, Burger, Sandwich, Fast Food, Chinese, Street Food, Shake",Chanapatna
20,https://www.zomato.com/bangalore/koko-airport-road-bangalore/info,KOKO,4.4,"₹3,500 for two","Asian, Sushi, Desserts, Chinese, Beverages",Old Airport Road
21,https://www.zomato.com/bangalore/phurr-jayanagar-bangalore/info,Phurr,4.2,"₹2,000 for two","North Indian, Continental",Jayanagar
22,https://www.zomato.com/bangalore/maffei-kitchen-1-koramangala-5th-block-bangalore/info,Maffei Kitchen,4.7,"₹1,700 for two","Lebanese, Greek, Moroccan, Desserts, Beverages",Koramangala 5th Block
23,https://www.zomato.com/bangalore/uru-brewpark-jp-nagar-bangalore/info,Uru Brewpark,4.3,"₹2,200 for two","Continental, North Indian, Italian, Chinese, Asian, Pizza, Lebanese, Beverages",JP Nagar
24,https://www.zomato.com/bangalore/ambedo-kitchen-taproom-jp-nagar-bangalore/info,Ambedo Kitchen|Taproom,4.5,"₹1,500 for two","Continental, Asian, North Indian, Italian, Pizza, Sushi",JP Nagar
25,https://www.zomato.com/bangalore/nusa-varthur-main-road-whitefield-bangalore/info,Nusa,3.8,"₹1,500 for two","North Indian, Asian, Continental, European, South Indian, Indonesian, Bar Food, Finger Food","Varthur Main Road, Whitefield"
26,https://www.zomato.com/bangalore/mayuri-1-jp-nagar-bangalore/info,Mayuri,4.5,"₹1,200 for two","Andhra, Biryani, North Indian, Chinese, Desserts",JP Nagar
27,https://www.zomato.com/bangalore/blr-brewing-co-1-whitefield-bangalore/info,BLR Brewing Co,New,"₹1,500 for two","North Indian, Continental, Chinese, Italian, BBQ, Bar Food, Desserts",Whitefield
28,https://www.zomato.com/bangalore/2-moons-mg-road-bangalore/info,2 MOONS,4.3,"₹2,100 for two","Modern Indian, Continental, Asian","1 MG Road Mall, MG Road"
29,https://www.zomato.com/bangalore/mykos-craft-kitchen-bar-bannerghatta-road-bangalore/info,Mykos Craft Kitchen & Bar,4.3,"₹1,600 for two","Continental, Greek, Asian, Mediterranean, North Indian",Bannerghatta Road
30,https://www.zomato.com/bangalore/skydeck-by-sherlocks-mg-road-bangalore/info,SkyDeck By Sherlock's,4.0,"₹1,800 for two","Continental, Chinese, Finger Food, North Indian, Fast Food, Beverages, Desserts",MG Road
31,https://www.zomato.com/bangalore/one8-commune-lavelle-road-bangalore/info,One8 Commune,3.9,"₹3,000 for two","North Indian, Chinese, Pasta, Sushi, Continental, Desserts, Beverages",Lavelle Road
32,https://www.zomato.com/bangalore/miso-sexy-indiranagar-bangalore/info,Miso Sexy,4.4,"₹1,800 for two","Japanese, Chinese, Sushi, Beverages",Indiranagar
33,https://www.zomato.com/bangalore/sky-garden-whitefield-bangalore/info,Sky Garden,4.1,"₹2,000 for two","Continental, North Indian, Pizza, Asian, Pasta, Chinese, Desserts, Beverages",Whitefield
34,https://www.zomato.com/bangalore/secret-story-indiranagar-bangalore/info,Secret Story,4.0,"₹1,500 for two","Continental, Asian, North Indian, Fast Food, Desserts, Beverages",Indiranagar
35,https://www.zomato.com/bangalore/macaw-by-stories-bommanahalli-bangalore/info,Macaw By Stories,4.2,"₹1,000 for two","South Indian, North Indian, Chinese, Pasta, Pizza, Fast Food, Salad, Desserts",Bommanahalli
36,https://www.zomato.com/bangalore/street-storyss-indiranagar-bangalore/info,Street Storyss,4.6,"₹2,500 for two","North Indian, Chinese, Street Food, Desserts, Beverages",Indiranagar
37,https://www.zomato.com/bangalore/stories-brewery-kitchen-btm-bangalore/info,Stories Brewery & Kitchen,4.4,"₹1,800 for two","North Indian, Continental, Chinese, Finger Food, Beverages, Desserts",BTM
38,https://www.zomato.com/bangalore/bramble-jayanagar-bangalore/info,Bramble,4.5,"₹1,800 for two","Continental, Asian, North Indian, Italian, Bar Food, Beverages",Jayanagar
39,https://www.zomato.com/bangalore/hard-rock-cafe-st-marks-road/info,Hard Rock Cafe,4.8,"₹2,500 for two","American, Continental, Burger, Sandwich, Fast Food, Desserts, Beverages",St. Marks Road
40,https://www.zomato.com/bangalore/magique-koramangala-6th-block-bangalore/info,Magique,3.8,"₹1,700 for two","Asian, Modern Indian, Continental, Italian, North Indian, Sushi, Desserts, Beverages",Koramangala 6th Block
41,https://www.zomato.com/bangalore/float-brewery-kalyan-nagar-bangalore/info,Float Brewery,4.5,"₹1,500 for two","Bar Food, Continental, Italian, Asian, North Indian, Desserts, Pizza, Beverages",Kalyan Nagar
42,https://www.zomato.com/bangalore/koko-airport-road-bangalore/info,KOKO,4.4,"₹3,500 for two","Asian, Sushi, Desserts, Chinese, Beverages",Old Airport Road
43,https://www.zomato.com/SarjapurSocial/info,Sarjapur SOCIAL,4.4,"₹1,000 for two","North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Desserts, Beverages",Sarjapur Road
44,https://www.zomato.com/bangalore/foo-brigade-road-brigade-road-bangalore/info,Foo Brigade Road,4.6,"₹2,000 for two","Chinese, Sushi, Asian, Japanese, Desserts",Forum Rex Walk
45,https://www.zomato.com/bangalore/red-rhino-whitefield-bangalore/info,Red Rhino,4.4,"₹2,000 for two","Continental, North Indian, Asian, Oriental, Mediterranean, Mangalorean, Beverages, Desserts",Whitefield
46,https://www.zomato.com/bangalore/muro-church-street-bangalore/info,Muro,4.1,"₹3,000 for two","Thai, Cantonese",Church Street
47,https://www.zomato.com/bangalore/butterfly-brew-bite-fly-jp-nagar-bangalore/info,Butterfly Brew Bite & Fly,4.2,"₹1,500 for two","North Indian, Continental, Pizza, Italian, Asian, Desserts, Beverages",JP Nagar
48,https://www.zomato.com/bangalore/board-4-bored-basavanagudi-bangalore/info,Board 4 Bored,4.1,"₹1,000 for two","Chinese, Sandwich, Continental, Italian, Beverages, Pizza, Pasta",Basavanagudi
49,https://www.zomato.com/bangalore/taproom-by-sherlocks-jp-nagar-bangalore/info,Taproom By Sherlock's,4.3,"₹1,800 for two","North Indian, Oriental, Continental, Biryani, Pizza, Pasta, Desserts, Beverages",JP Nagar
50,https://www.zomato.com/bangalore/feast-sheraton-grand-bangalore-hotel-at-brigade-gateway-malleshwaram-bangalore/info,Feast - Sheraton Grand Bangalore Hotel at Brigade Gateway,4.2,"₹3,500 for two","North Indian, Continental, Fast Food, Asian, Beverages",Sheraton Grand Bangalore Hotel at Brigade Gateway
51,https://www.zomato.com/bangalore/byg-brewski-brewing-company-sarjapur-road-bangalore/info,Byg Brewski Brewing Company,4.6,"₹2,000 for two","Continental, North Indian, Asian, Fast Food, Pizza, Pasta, Burger, Desserts",Sarjapur Road
52,https://www.zomato.com/bangalore/kling-brewery-church-street-bangalore/info,Kling Brewery,4.2,"₹1,500 for two","Continental, European, Asian, Chinese, North Indian, South Indian, Seafood",Church Street
53,https://www.zomato.com/bangalore/the-black-pearl-kadubeesanahalli-bangalore/info,The Black Pearl,4.2,"₹2,100 for two","BBQ, North Indian, Biryani",Kadubeesanahalli
54,https://www.zomato.com/bangalore/bhangra-bistro-indiranagar-bangalore/info,Bhangra Bistro,4.2,"₹1,000 for two","North Indian, Mughlai, Desserts",Indiranagar
55,https://www.zomato.com/bangalore/biergarten-whitefield/info,Biergarten,4.6,"₹2,500 for two","Continental, European, BBQ, Chinese, Asian, Beverages",Whitefield
56,https://www.zomato.com/bangalore/hokkaido-japanese-korean-restaurants-indiranagar-bangalore/info,Hokkaido Japanese & Korean Restaurants,4.2,"₹2,000 for two","Japanese, Korean",Indiranagar
57,https://www.zomato.com/bangalore/fox-in-the-field-whitefield-bangalore/info,Fox In The Field,4.2,"₹2,000 for two","Modern Indian, Continental, North Indian, Pizza, American, Italian, Desserts, Beverages","Forum Shantiniketan Mall, Whitefield"
58,https://www.zomato.com/bangalore/daddy-indiranagar-bangalore/info,Daddy,4.3,"₹1,700 for two","Continental, North Indian, Asian, Italian, Chinese, European, Bar Food, Beverages",Indiranagar
59,https://www.zomato.com/bangalore/tyd-1-hennur-bangalore/info,TYD,4.4,"₹1,900 for two","Asian, European, Sushi, Continental, Italian, Mexican, Beverages, Desserts",Hennur
60,https://www.zomato.com/bangalore/feast-sheraton-grand-bangalore-hotel-at-brigade-gateway-malleshwaram-bangalore/info,Feast - Sheraton Grand Bangalore Hotel at Brigade Gateway,4.2,"₹3,500 for two","North Indian, Continental, Fast Food, Asian, Beverages",Sheraton Grand Bangalore Hotel at Brigade Gateway
61,https://www.zomato.com/bangalore/street-1522-sarjapur-road-bangalore/info,Street 1522,4.3,"₹2,200 for two","North Indian, Asian, Seafood, Continental, Mughlai, Kebab, Street Food, Beverages",Sarjapur Road
62,https://www.zomato.com/bangalore/bhangra-bistro-indiranagar-bangalore/info,Bhangra Bistro,4.2,"₹1,000 for two","North Indian, Mughlai, Desserts",Indiranagar
63,https://www.zomato.com/bangalore/pangeo-brigade-road-bangalore/info,Pangeo,4.5,"₹3,500 for two","Sushi, Continental, Mediterranean, Pizza, Pasta, North Indian, Desserts, Asian",Forum Rex Walk
64,https://www.zomato.com/bangalore/hokkaido-japanese-korean-restaurants-indiranagar-bangalore/info,Hokkaido Japanese & Korean Restaurants,4.2,"₹2,000 for two","Japanese, Korean",Indiranagar
65,https://www.zomato.com/bangalore/toit-indiranagar/info,Toit,4.9,"₹2,500 for two","Italian, American, European, Continental, Desserts",Indiranagar
66,https://www.zomato.com/bangalore/xoox-brewmill-koramangala-5th-block-bangalore/info,XOOX Brewmill,4.3,"₹2,500 for two","North Indian, Continental, American, Italian, Asian, Modern Indian, Pizza, Desserts",Koramangala 5th Block
67,https://www.zomato.com/bangalore/tbc-sky-lounge-hsr-bangalore/info,TBC- Sky Lounge,4.5,"₹1,500 for two","Continental, Italian, Asian, North Indian, South Indian, Biryani, Desserts, Beverages",HSR
68,https://www.zomato.com/bangalore/terrace-by-house-of-commons-jp-nagar-bangalore/info,Terrace By House Of Commons,4.6,"₹2,000 for two","Modern Indian, Continental, Asian, Chinese, North Indian, Seafood, Bar Food, Beverages",JP Nagar
69,https://www.zomato.com/bangalore/gold-rush-brews-kr-puram-bangalore/info,Gold Rush Brews,4.4,"₹1,900 for two","North Indian, Italian, Asian, Continental, American, South Indian, Beverages, Desserts",KR Puram
70,https://www.zomato.com/bangalore/cafe-grey-by-dongle-co-indiranagar-bangalore/info,Cafe Grey By Dongle & Co,4.4,"₹1,200 for two","Cafe, Coffee, Beverages, Continental, Pizza, Italian, Salad, Desserts",Indiranagar
71,https://www.zomato.com/bangalore/zodiac-bar-kitchen-brookefield-bangalore/info,Zodiac Bar & Kitchen,4.3,"₹1,800 for two","Continental, North Indian, Pizza, Italian, Chinese, Fast Food, Biryani, Desserts",Brookefield
72,https://www.zomato.com/bangalore/shokudo-jayanagar-bangalore/info,Shokudo,4.0,"₹1,500 for two","Japanese, Thai, Chinese, Asian, Sushi, Desserts, Beverages, Korean",Jayanagar
73,https://www.zomato.com/bangalore/boho-brookefield-bangalore/info,Boho,4.1,"₹2,500 for two","Bar Food, North Indian, Continental, Asian, Desserts, Beverages","Brookefields Mall, Brookefield"
74,https://www.zomato.com/bangalore/the-weekly-brewhouse-kitchen-5-hosur-road-bangalore/info,The Weekly Brewhouse & Kitchen,4.4,"₹1,500 for two","Continental, Bar Food, Chinese, North Indian, Pasta, Pizza, Biryani, Beverages",Hosur Road
75,https://www.zomato.com/bangalore/the-watering-hole-btm-bangalore/info,The Watering Hole,New,"₹1,400 for two","Continental, North Indian, European, Asian, Desserts, Beverages",BTM
76,https://www.zomato.com/bangalore/kari-theory-namma-bar-kitchen-ulsoor-bangalore/info,Kari Theory - Namma Bar & Kitchen,4.1,"₹3,500 for two","Chinese, North Indian, Biryani, Asian, Fast Food, Beverages","Radisson Bangalore City Centre, Ulsoor"
77,https://www.zomato.com/bangalore/orah-brew-garden-yelahanka-bangalore/info,Orah Brew Garden,4.2,"₹1,300 for two","Asian, Continental, Desserts, European, Modern Indian",Yelahanka
78,https://www.zomato.com/bangalore/geometry-brewery-kitchen-malleshwaram-bangalore/info,Geometry Brewery & Kitchen,4.2,"₹1,800 for two","Chinese, North Indian, Italian, Continental, Pizza, Desserts, Beverages",Malleshwaram
79,https://www.zomato.com/bangalore/indian-biere-house-jp-nagar-bangalore/info,Indian Biere House,4.4,"₹2,500 for two","Continental, Mediterranean, North Indian, Asian, Bar Food, Italian, Desserts, Beverages",JP Nagar
80,https://www.zomato.com/bangalore/chowman-indiranagar-bangalore/info,Chowman,4.5,"₹1,400 for two","Chinese, Thai, Asian, Seafood, Sichuan, Desserts, Beverages",Indiranagar
81,https://www.zomato.com/bangalore/hoot-sarjapur-road/info,Hoot,4.2,"₹2,000 for two","Continental, Italian, North Indian, Beverages",Sarjapur Road
82,https://www.zomato.com/bangalore/k-os-thegamebar-koramangala-7th-block-bangalore/info,K-OS TheGameBar,4.4,"₹1,700 for two","Continental, Italian, North Indian, Finger Food, Asian, Fast Food",Koramangala 7th Block
83,https://www.zomato.com/bangalore/the-scene-craft-kitchen-bar-jp-nagar-bangalore/info,The Scene - Craft Kitchen & Bar,4.2,"₹1,500 for two","North Indian, Continental, Asian, Desserts, Beverages",JP Nagar
84,https://www.zomato.com/bangalore/ministry-of-food-hilton-bangalore-embassy-golflinks-domlur-bangalore/info,Ministry of Food - Hilton Bangalore Embassy GolfLinks,3.9,"₹3,500 for two","Asian, Continental, Italian, North Indian, Mughlai, Desserts, Beverages","Hilton Bangalore Embassy GolfLinks, Domlur"
85,https://www.zomato.com/bangalore/oyster-bar-kitchen-hsr-bangalore/info,Oyster Bar & Kitchen,4.5,"₹1,600 for two","Continental, Bar Food, Chinese, North Indian, Beverages, Desserts",HSR
86,https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-indiranagar-bangalore/info,Dhaba - Estd 1986 Delhi,4.2,"₹1,500 for two","North Indian, Mughlai, Desserts, Paan",Indiranagar
87,https://www.zomato.com/bangalore/flo-church-street-bangalore/info,Flo,4.2,"₹1,900 for two","Asian, Thai, Continental, Finger Food, Sushi, Desserts, Beverages",Church Street
88,https://www.zomato.com/bangalore/the-terrace-at-gillys-redefined-koramangala-4th-block/info,The Terrace at Gilly's Redefined,4.4,"₹2,000 for two","Continental, Finger Food, Chinese, North Indian, Italian, Beverages, Desserts","Gilly's Redefined, Koramangala 4th Block"
89,https://www.zomato.com/bangalore/nevermind-bar-social-indiranagar-bangalore/info,Nevermind - Bar & Social,4.1,"₹1,800 for two","Bar Food, North Indian, Chinese, Continental, Burger",Indiranagar
90,https://www.zomato.com/bangalore/1131-bar-kitchen-by-house-of-commons-indiranagar-bangalore/info,1131 Bar + Kitchen By House Of Commons,4.5,"₹2,200 for two","Finger Food, North Indian, Continental, Chinese, Italian, Asian, Desserts, Beverages",Indiranagar
91,https://www.zomato.com/bangalore/hashtag-88-marathahalli-bangalore/info,Hashtag 88,4.3,"₹1,400 for two","Asian, Chinese, Salad, North Indian, Fast Food, Biryani, Desserts",Marathahalli
92,https://www.zomato.com/bangalore/plan-b-x-hangover-hsr-bangalore/info,Plan B X Hangover,4.1,"₹2,000 for two","American, Burger, Pizza, Continental, Bar Food, Desserts, Beverages",HSR
93,https://www.zomato.com/bangalore/hitchki-sarjapur-road-bangalore/info,Hitchki,4.2,"₹1,900 for two","Bar Food, Continental, North Indian, Asian, Biryani, Desserts",Sarjapur Road
94,https://www.zomato.com/bangalore/amintiri-church-street-bangalore/info,Amintiri,4.4,"₹1,100 for two","Desserts, Bakery, Fast Food, Beverages, Pasta, Italian, Cafe, Finger Food",Church Street
95,https://www.zomato.com/bangalore/candles-brewhouse-hebbal-bangalore/info,Candles  Brewhouse,4.3,"₹2,500 for two","Italian, Continental, American, Pizza, North Indian",RMZ Azure
96,https://www.zomato.com/bangalore/brahma-brews-jp-nagar-bangalore/info,Brahma Brews,4.5,"₹2,500 for two","Asian, North Indian, South Indian",JP Nagar
97,https://www.zomato.com/bangalore/gawky-goose-airport-road-bangalore/info,Gawky Goose,4.4,"₹2,200 for two","Italian, Biryani, North Indian, Fast Food, Seafood, Asian, Desserts, Beverages",Old Airport Road
98,https://www.zomato.com/bangalore/bumblebee-brauhaus-indiranagar-bangalore/info,BumbleBee Brauhaus,3.6,"₹2,600 for two","Thai, Chinese, South Indian, Continental, North Indian, Italian, Desserts, Beverages",Indiranagar
99,https://www.zomato.com/bangalore/jugni-kitchen-bar-koramangala-5th-block-bangalore/info,Jugni Kitchen & Bar,4.5,"₹1,600 for two","North Indian, Modern Indian, Bar Food",Koramangala 5th Block
100,https://www.zomato.com/bangalore/white-garden-kalyan-nagar-bangalore/info,White Garden,4.2,"₹1,600 for two","North Indian, Italian, Lebanese, Asian, Continental, Desserts",Kalyan Nagar
101,https://www.zomato.com/bangalore/brother-barley-brewing-company-hsr-bangalore/info,Brother Barley Brewing Company,4.2,"₹1,800 for two","Finger Food, Continental, North Indian, Chinese, Italian, Beverages, Desserts",HSR
102,https://www.zomato.com/bangalore/the-fixx-1-koramangala-4th-block-bangalore/info,The Fixx,4.1,"₹1,800 for two","North Indian, Continental, Chinese, Seafood, Pasta, Pizza, Biryani, Beverages",Koramangala 4th Block
103,https://www.zomato.com/bangalore/deck-of-brews-kadubeesanahalli-bangalore/info,Deck Of Brews,4.3,"₹1,500 for two","Continental, North Indian, Italian, Asian, Desserts, Pizza, Pasta, South Indian",Kadubeesanahalli
104,https://www.zomato.com/bangalore/omega-ix-cocktail-bar-and-global-kitchen-sahakara-nagar-bangalore/info,Omega IX Cocktail Bar And Global Kitchen,4.5,"₹1,800 for two","North Indian, Continental, Asian, Sushi, Italian, Desserts, Beverages",Sahakara Nagar
105,https://www.zomato.com/bangalore/aurum-brew-works-sarjapur-road-bangalore/info,Aurum Brew Works,4.3,"₹1,500 for two","North Indian, Mughlai, Continental, Asian, Beverages, Desserts",Sarjapur Road
106,https://www.zomato.com/bangalore/skyline-rooftop-bar-kitchen-marathahalli-bangalore/info,Skyline Rooftop Bar & Kitchen,4.4,"₹1,800 for two","Chinese, Italian, Fast Food, North Indian, Kebab, Biryani, Continental, Beverages",Livin Hub Hotel
107,https://www.zomato.com/bangalore/punjab-grill-whitefield-bangalore/info,Punjab Grill,4.4,"₹2,000 for two","North Indian, Kebab, Biryani, Desserts, Beverages","Forum Shantiniketan Mall, Whitefield"
108,https://www.zomato.com/bangalore/cocobolo-new-bel-road-bangalore/info,Cocobolo,4.3,"₹1,000 for two","Bar Food, North Indian, Continental, Italian, Chinese, BBQ, Desserts, Beverages",New BEL Road
109,https://www.zomato.com/bangalore/hitchki-kr-puram-bangalore/info,Hitchki,4.3,"₹2,000 for two","North Indian, Chinese, Continental, Biryani, Finger Food, Bar Food, Desserts, Beverages","Phoenix Marketcity Bangalore, Whitefield"
110,https://www.zomato.com/bangalore/burma-burma-indiranagar-indiranagar-bangalore/info,Burma Burma - Indiranagar,4.8,"₹1,800 for two","Burmese, Asian, Salad, Bubble Tea, Ice Cream, Desserts",Indiranagar
111,https://www.zomato.com/bangalore/geometry-gastropub-new-bel-road-bangalore/info,Geometry Gastropub,4.4,"₹1,600 for two","Continental, North Indian, Chinese, Mughlai, Biryani, Desserts, Beverages",New BEL Road
112,https://www.zomato.com/bangalore/plan-b-koramangala-7th-block-bangalore/info,Plan B,4.0,"₹1,600 for two","American, Continental, Burger, Pizza, Tex-Mex, Fast Food",Koramangala 7th Block
113,https://www.zomato.com/bangalore/the-soda-factory-nagarbhavi-bangalore/info,The Soda Factory,4.3,"₹1,100 for two","North Indian, Chinese, Pasta, Pizza, Fast Food, Biryani, Desserts, Beverages",Nagarbhavi
114,https://www.zomato.com/bangalore/the-groot-jakkur-bangalore/info,The Groot,3.8,"₹1,000 for two","Italian, North Indian, Chinese, Burger, Pasta, Pizza, Salad, Desserts",Bhartiya Mall of Bengaluru
115,https://www.zomato.com/bangalore/the-pump-house-1-jp-nagar-bangalore/info,The Pump House,4.4,"₹2,500 for two","Continental, Chinese, North Indian, Italian, Asian, Salad, Pizza, Desserts",JP Nagar
116,https://www.zomato.com/bangalore/sashay-taproom-kitchen-whitefield-bangalore/info,Sashay-Taproom Kitchen,4.8,"₹2,000 for two","Asian, Modern Indian, Continental, Sushi, North Indian, Chinese, Desserts, Beverages",Whitefield
117,https://www.zomato.com/bangalore/toca-koramangala-5th-block-bangalore/info,Toca,4.2,"₹1,400 for two","Chinese, Fast Food, Steak, Pasta, Asian, Biryani, Desserts",Koramangala 5th Block
118,https://www.zomato.com/bangalore/levels-pub-kitchen-jp-nagar-bangalore/info,Levels Pub & Kitchen,4.4,"₹1,700 for two","Asian, South Indian, North Indian",JP Nagar
119,https://www.zomato.com/bangalore/badmaash-lavelle-road-bangalore/info,Badmaash,4.3,"₹1,800 for two","North Indian, South Indian, Mughlai, Kebab, Chinese, Biryani, Desserts",UB City
120,https://www.zomato.com/bangalore/brooks-and-bonds-brewery-koramangala-5th-block-bangalore/info,Brooks And Bonds Brewery,4.2,"₹2,000 for two","Continental, American, North Indian, Italian, Fast Food, Beverages, Desserts",Koramangala 5th Block
121,https://www.zomato.com/bangalore/flechazo-1-marathahalli-bangalore/info,Flechazo,4.3,"₹1,000 for two","North Indian, Chinese, Pizza, Continental, Fast Food, Desserts, Shake, Beverages",Marathahalli
122,https://www.zomato.com/bangalore/bologna-indiranagar-bangalore/info,Bologna,4.8,"₹1,500 for two","Italian, Pasta, Pizza, Desserts",Indiranagar
123,https://www.zomato.com/bangalore/tim-hortons-koramangala-8th-block-bangalore/info,Tim Hortons,4.2,"₹1,000 for two","Coffee, Cafe, Continental, Sandwich, Fast Food, Salad, Beverages, Desserts",Koramangala 8th Block
124,https://www.zomato.com/bangalore/daysie-all-day-casual-bar-mg-road-bangalore/info,Daysie - All Day Casual Bar,4.4,"₹1,300 for two","North Indian, Italian, Continental, Asian, Chinese, Bar Food, Desserts",MG Road
125,https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block/info,The Reservoire,4.4,"₹2,000 for two","North Indian, Biryani, Asian, Italian, Continental, Bar Food, Desserts, Beverages",Koramangala 5th Block
126,https://www.zomato.com/bangalore/yuki-indiranagar-bangalore/info,Yuki,4.5,"₹1,600 for two","Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts",Indiranagar
127,https://www.zomato.com/bangalore/communiti-brigade-road-bangalore/info,Communiti,4.5,"₹1,800 for two","American, Continental, European, Italian, Oriental, Burger, Beverages",Brigade Road
128,https://www.zomato.com/bangalore/full-circle-rajarajeshwari-nagar-bangalore/info,Full Circle,4.1,"₹1,504 for two",North Indian,Rajarajeshwari Nagar
129,https://www.zomato.com/bangalore/barrys-sky-lounge-kalyan-nagar-bangalore/info,Barrys Sky Lounge,4.3,"₹1,000 for two","Chinese, North Indian, Oriental, Mughlai, Biryani",Kalyan Nagar
130,https://www.zomato.com/bangalore/grazers-resto-bar-jayanagar-bangalore/info,Grazers Resto - Bar,4.2,"₹1,200 for two","North Indian, Salad, Continental, Burger, Pizza, Fast Food, Asian, Bar Food",Jayanagar
131,https://www.zomato.com/bangalore/house-of-commons-hsr-bangalore/info,House Of Commons,4.5,"₹1,200 for two","Bar Food, Fast Food, North Indian, Continental, Seafood, Italian, Chinese, Desserts",HSR
132,https://www.zomato.com/bangalore/dobaraa-kr-puram-bangalore/info,Dobaraa,4.3,"₹1,200 for two","Continental, North Indian, Salad, Desserts","Phoenix Marketcity Bangalore, Whitefield"
133,https://www.zomato.com/bangalore/proxy-marathahalli-bangalore/info,Proxy,4.4,"₹1,200 for two","Finger Food, Street Food, Pasta, Bar Food, Desserts",Marathahalli
134,https://www.zomato.com/bangalore/backstreet-brewery-sarjapur-road-bangalore/info,Backstreet Brewery,4.4,"₹1,800 for two","Italian, Bar Food, Pizza, North Indian, Asian, Desserts, Beverages",Sarjapur Road
135,https://www.zomato.com/bangalore/horizon-1-malleshwaram-bangalore/info,Horizon,4.5,"₹3,000 for two","Chinese, Japanese, Asian, Salad, Thai, Desserts, Beverages",World Trade Center
